Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
4;7;1;9147;1;3;-0.20013487663717247;1;19;1;5;5;0.2173538663528918;0;0;0;1;0;0;1.5883375322407687;0;-0.30049208583311166;-0.4953113929246821;-0.773145819057367;-1.531519906791344;-2.1918967839262735;-0.1944759959986114;-0.28237457860907195;-0.5401217914821551;-0.7641342350782429;-1.4845963433966145;-1.9623435588843312;-0.19615613074530197;-0.1735562584516553;-0.461348594831862;0.8847842335788135;0
1;39;1;9085;1;1;-0.20013487663717247;1;37;37;6;6;-1.1635191845812844;0;0;0;1;0;1;0.24183091445700974;0;-0.30049208583311166;-0.08954587913754083;1.1309342461089669;-0.5525827092956366;0.21457760519962718;-0.1944759959986114;-0.28237457860907195;-0.08293666350909902;1.5119753245848184;-0.8140601352056096;0.21214483291898154;-0.19615613074530197;-0.1735562584516553;-0.461348594831862;0.8847842335788135;1
1;1;6;9070;1;6;-1.0310739151184924;1;1;1;9;9;-0.2521429709647279;1;0;0;1;1;0;-0.16212107087811795;0;-0.30049208583311166;-0.08954587913754083;-0.5351358109115754;0.42635448820007094;0.7302506885837488;-0.1944759959986114;-0.28237457860907195;-0.08293666350909902;-0.005431048523889114;0.5270122811764003;0.6518391768497983;-0.19615613074530197;-0.28596760520502323;0.11873318412979707;0.7615970351027347;2
2;39;1;9238;1;19;0.03403885238938091;1;37;37;9;4;-1.6123029261348916;0;0;0;1;1;0;2.5308921646894;0;-0.30049208583311166;-0.08954587913754083;-1.9631958597863257;-1.531519906791344;-2.1918967839262735;-0.1944759959986114;-0.28237457860907195;-0.08293666350909902;-2.028639546002166;-1.4845963433966145;-1.9623435588843312;-0.19615613074530197;1.4751434939310806;1.1338762973127003;-1.790137790473184;0
1;1;3;9500;1;1;0.7063440744333584;1;37;38;9;9;0.7213725299438669;1;0;0;1;0;1;-0.16212107087811795;0;-0.30049208583311166;0.31621963464960046;-0.2971258027657836;0.42635448820007094;0.6752455596894427;-0.1944759959986114;-0.28237457860907195;0.37424846446395704;-0.2583321107086737;0.5270122811764003;0.7046024981214964;-0.19615613074530197;-1.485021970574286;0.9888558525722859;0.13686195711690624;2
1;44;1;9085;1;39;0.5552642492549366;1;1;19;4;4;0.9077903918199799;0;0;0;1;0;0;-0.29677173265649387;0;0.5787485026442608;-0.08954587913754083;0.17889421352579987;0.42635448820007094;0.5190702830073942;-0.1944759959986114;-0.28237457860907195;-0.08293666350909902;0.24747001366089547;0.5270122811764003;0.37203368525746017;-0.19615613074530197;0.8756163112464496;-1.1139405961637285;0.34364046884461;2
1;17;2;9238;1;1;-1.333233565475336;1;19;38;7;8;-0.7216398082823476;1;0;0;1;0;0;-0.29677173265649387;0;-0.30049208583311166;-0.08954587913754083;0.17889421352579987;0.42635448820007094;0.15441574547147977;-0.1944759959986114;-0.28237457860907195;-0.08293666350909902;0.24747001366089547;0.5270122811764003;0.5867415726834178;-0.19615613074530197;1.7374366363556064;-0.6788792619424842;-0.40868135042001436;2
1;17;1;9119;1;1;-0.12459496404796157;1;1;3;9;10;-0.21762114469137347;1;0;0;1;1;0;-0.43142239443486974;0;-0.30049208583311166;-0.4953113929246821;-0.2971258027657836;-0.22627031013040075;0.28333401631751015;-0.1944759959986114;-0.28237457860907195;-0.5401217914821551;-0.005431048523889114;-0.8140601352056096;0.43598922619285185;-0.19615613074530197;-0.28596760520502323;0.11873318412979707;0.7615970351027347;1
1;7;1;8014;0;3;0.5552642492549366;1;37;12;9;4;0.9077903918199799;0;0;0;0;0;0;0.37648157623538564;0;-0.30049208583311166;-0.4953113929246821;0.17889421352579987;-1.531519906791344;-2.1918967839262735;-0.1944759959986114;-0.28237457860907195;-0.5401217914821551;0.5003710758456801;-1.4845963433966145;-1.9623435588843312;-0.19615613074530197;-0.8105538900540756;-1.4764917080147653;-1.3765807670177768;0
1;1;1;9147;1;1;2.0660625010391547;1;1;38;4;7;1.0113558706400432;1;0;0;1;1;0;-0.7007237179916215;0;-0.30049208583311166;-0.4953113929246821;0.41690422167159163;-0.5525827092956366;0.008308371845978522;1.2792939180037133;-0.28237457860907195;-0.5401217914821551;0.7532721380304647;-0.8140601352056096;0.43598922619285185;-0.19615613074530197;-0.8105538900540756;-1.4764917080147653;-1.3765807670177768;0
1;43;1;9773;1;1;-0.8044541773508598;1;1;1;4;5;0.003318543458094894;0;0;0;1;0;0;-0.29677173265649387;0;-0.30049208583311166;-0.08954587913754083;-0.05911579461999185;0.42635448820007094;0.22439994964503898;-0.1944759959986114;-0.28237457860907195;-0.08293666350909902;-0.2583321107086737;0.5270122811764003;0.3400559147897645;-0.19615613074530197;-1.485021970574286;0.9888558525722859;0.13686195711690624;2
1;18;1;9500;1;1;-0.5022945269940161;1;38;37;5;5;-0.8321096523570822;1;0;0;1;0;0;-0.43142239443486974;0;-0.30049208583311166;0.7219851484367418;-0.05911579461999185;0.7526668873653067;0.7789695170329914;-0.1944759959986114;-0.28237457860907195;0.8314335924370131;-0.005431048523889114;0.8622803852719028;0.8010839998754583;-0.19615613074530197;-0.28596760520502323;0.11873318412979707;0.7615970351027347;2
1;39;1;9238;1;1;2.0660625010391547;1;38;1;9;3;-0.19690804892736105;0;0;1;1;1;0;0.6457828997921374;0;0.5787485026442608;0.7219851484367418;1.6069542624005502;0.7526668873653067;0.07706478296386153;-0.1944759959986114;-0.28237457860907195;-0.08293666350909902;2.270678511139172;-1.149328239301112;-0.04367733082258477;-0.19615613074530197;-0.28596760520502323;0.11873318412979707;0.7615970351027347;1
1;43;2;9500;1;1;0.25310459889809295;1;19;1;9;10;-0.19000368367269055;0;0;0;1;1;1;-0.29677173265649387;0;-0.30049208583311166;0.7219851484367418;-0.05911579461999185;-1.531519906791344;-2.1918967839262735;11.595683316019986;-0.28237457860907195;0.8314335924370131;-0.005431048523889114;-1.4845963433966145;-1.9623435588843312;10.629521010894054;-0.8105538900540756;-1.4764917080147653;-1.3765807670177768;1
1;53;1;9085;1;42;1.3106633751470458;1;1;1;9;4;1.598226917287068;1;0;0;1;1;1;-0.16212107087811795;0;0.1391282084055746;0.31621963464960046;0.6549142298173833;0.1000420890348351;0.3177122218764515;-0.1944759959986114;1.8701803674275586;0.8314335924370131;1.5119753245848184;0.1917441770808978;0.8772824586470537;-0.19615613074530197;-0.9979061346430229;0.11873318412979707;1.5403161111836616;0
1;17;1;9130;1;1;0.4041844240765148;1;2;19;2;6;-0.03810764806993098;1;0;0;1;0;1;-0.7007237179916215;0;-0.30049208583311166;-0.08954587913754083;-0.2971258027657836;0.42635448820007094;0.4552250441122175;1.2792939180037133;-0.28237457860907195;-0.08293666350909902;-0.005431048523889114;0.5270122811764003;0.5319225375959391;-0.19615613074530197;-0.9979061346430229;0.11873318412979707;1.5403161111836616;1
1;18;3;9070;1;1;-0.12459496404796157;1;1;37;5;5;-0.3142822582567662;1;0;0;0;0;0;-0.5660730562132457;0;-0.30049208583311166;-0.08954587913754083;-0.5351358109115754;0.42635448820007094;0.3177122218764515;-0.1944759959986114;-0.28237457860907195;-0.08293666350909902;-0.5112331728934583;-1.4845963433966145;-1.9623435588843312;-0.19615613074530197;1.4751434939310806;1.1338762973127003;-1.790137790473184;0
2;39;1;9003;1;1;-0.20013487663717247;1;1;37;9;1;-0.3349953540207787;0;0;1;0;1;0;0.24183091445700974;0;1.0183687968829471;1.5335161760110243;3.5110343275668843;0.42635448820007094;0.16546588297256815;-0.1944759959986114;0.7939028944092433;0.37424846446395704;1.764876386769603;-0.14352392701460465;0.3400559147897645;1.1570535119596175;1.4751434939310806;1.1338762973127003;-1.790137790473184;0
4;43;1;9500;1;19;-2.4663322543134996;1;34;34;0;0;-1.1635191845812844;0;0;0;1;1;0;0.9150842233488892;0;4.535331150792437;3.1565782311595894;4.225064352004259;2.384228883191486;0.39184956951660366;1.2792939180037133;5.637151522991662;3.5745443602753495;4.546788070802234;2.538620905749415;0.4409944424399695;1.1570535119596175;-1.485021970574286;0.9888558525722859;0.13686195711690624;2
